Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
0,0,"Scar - Vengeful Lion",005,212,Emerald,Enchanted,"$58.82","$58.82"
0,0,"The Return of Hercules",007,215,Emerald,Enchanted,"$78.43","$78.43"
0,0,"Tramp - Enterprising Dog",007,212,Emerald,Enchanted,"$150.90","$150.90"
0,0,"Ursula - Deceiver of All",003,212,Emerald,Enchanted,"$148.63","$148.63"
0,0,"We Don't Talk About Bruno",004,213,Emerald,Enchanted,"$45.61","$45.61"
0,0,"Wrong Lever!",008,216,Emerald,Enchanted,"$103.48","$103.48"
0,0,"You Came Back",006,213,Emerald,Enchanted,"$87.28","$87.28"
0,0,"You're Welcome",005,213,Emerald,Enchanted,"$66.30","$66.30"
0,0,"Aladdin - Heroic Outlaw",001,211,Ruby,Enchanted,"$77.55","$77.55"
0,0,"Belle - Mechanic Extraordinaire",007,217,Ruby Sapphire,Enchanted,"$120.78","$120.78"
0,0,"Captain Hook - Master Swordsman",003,214,Ruby,Enchanted,"$39.46","$39.46"
0,0,"Devil's Eye Diamond",007,218,Ruby,Enchanted,"$37.35","$37.35"
0,0,"Donald Duck - Pie Slinger",005,214,Ruby,Enchanted,"$51.51","$51.51"
0,0,"Goofy - Super Goof",004,214,Ruby,Enchanted,"$47.35","$47.35"
0,0,"Lady Tremaine - Imperious Queen",002,211,Ruby,Enchanted,"$61.99","$61.99"
0,0,"Lilo - Causing an Uproar",008,217,Ruby,Enchanted,"$155.81","$155.81"
0,0,"Maui - Hero to All",001,212,Ruby,Enchanted,"$142.19","$142.19"
0,1,"Mushu - Your Worst Nightmare",008,218,Ruby Steel,Enchanted,"$121.02","$121.02"
0,0,"Peter Pan - Pirate's Bane",003,215,Ruby,Enchanted,"$43.70","$43.70"
0,0,"Ratigan - Nefarious Criminal",007,216,Ruby,Enchanted,"$38.89","$38.89"
0,0,"Ratigan's Party - Seedy Back Room",005,216,Ruby,Enchanted,"$18.68","$18.68"
0,0,"Raya - Kumandran Rider",006,214,Ruby,Enchanted,"$55.20","$55.20"
0,0,"RLS Legacy - Solar Galleon",003,216,Ruby,Enchanted,"$37.07","$37.07"
0,0,"Robin Hood - Sharpshooter",005,215,Ruby,Enchanted,"$102.52","$102.52"
0,0,"Shere Khan - Menacing Predator",002,212,Ruby,Enchanted,"$43.57","$43.57"
0,0,"Sisu - Empowered Sibling",004,215,Ruby,Enchanted,"$72.64","$72.64"
0,0,"Snuggly Duckling - Disreputable Pub",004,216,Ruby,Enchanted,"$16.82","$16.82"
0,0,"The Islands I Pulled From The Sea",006,216,Ruby,Enchanted,"$33.63","$33.63"
0,0,"The Sword of Shan-Yu",008,219,Ruby,Enchanted,"$53.00","$53.00"
0,0,"Tigger - In the Crow's Nest",006,215,Ruby,Enchanted,"$57.12","$57.12"
0,0,"Alice - Growing Girl",002,213,Sapphire,Enchanted,"$112.06","$112.06"
0,0,"All is Found",007,220,Sapphire,Enchanted,"$148.55","$148.55"
0,0,"Anna - True-Hearted",004,217,Sapphire,Enchanted,"$38.13","$38.13"
0,0,"Ariel's Grotto - A Secret Place",004,219,Sapphire,Enchanted,"$15.31","$15.31"
0,0,"Aurora - Dreaming Guardian",001,213,Sapphire,Enchanted,"$150.92","$150.92"
0,0,"Baymax - Personal Healthcare Companion",006,218,Sapphire,Enchanted,"$78.51","$78.51"
0,0,"Belle - Strange but Special",001,214,Sapphire,Enchanted,"$195.71","$195.71"
0,0,"Belle's House - Maurice's Workshop",003,219,Sapphire,Enchanted,"$24.82","$24.82"
0,0,"Gadget Hackwrench - Brilliant Bosun",006,217,Sapphire,Enchanted,"$33.63","$33.63"
0,0,"Gramma Tala - Spirit of the Ocean",003,217,Sapphire,Enchanted,"$34.28","$34.28"
0,0,"Jasmine - Steady Strategist",008,221,Sapphire Steel,Enchanted,"$119.06","$119.06"
0,0,"King Candy - Sweet Abomination",005,218,Sapphire,Enchanted,"$27.19","$27.19"
0,0,"Mufasa - Ruler of Pride Rock",005,217,Sapphire,Enchanted,"$222.14","$222.14"
0,0,"Royal Tantrum",005,219,Sapphire,Enchanted,"$62.93","$62.93"
0,0,"Scrooge McDuck - Richest Duck in the World",003,218,Sapphire,Enchanted,"$56.64","$56.64"
0,0,"Sisu - Divine Water Dragon",002,214,Sapphire,Enchanted,"$48.87","$48.87"
0,0,"Stitch - Experiment 626",008,220,Sapphire,Enchanted,"$191.13","$191.13"
0,0,"Tamatoa - Happy as a Clam",007,219,Sapphire,Enchanted,"$281.59","$281.59"
0,0,"The Queen - Diviner",004,218,Sapphire,Enchanted,"$28.50","$28.50"
0,0,"We Could Be Immortals",006,219,Sapphire,Enchanted,"$41.49","$41.49"
0,0,"And Then Along Came Zeus",003,222,Steel,Enchanted,"$129.95","$129.95"
0,0,"Ariel - Sonic Warrior",004,220,Steel,Enchanted,"$138.41","$138.41"
0,0,"Arthur - King Victorious",005,221,Steel,Enchanted,"$43.87","$43.87"
0,1,"Bad-Anon - Villain Support Center",005,222,Steel,Enchanted,"$17.75","$17.75"
0,0,"Captain Amelia - Commander of the Legacy",006,221,Steel,Enchanted,"$34.25","$34.25"
0,0,"Desperate Plan",008,222,Steel,Enchanted,"$95.12","$95.12"
0,0,"Hercules - Divine Hero",002,215,Steel,Enchanted,"$52.06","$52.06"
0,0,"Mickey Mouse - Inspirational Warrior",007,221,Steel,Enchanted,"$88.67","$88.67"
0,0,"Mickey Mouse - Trumpeter",003,220,Steel,Enchanted,"$49.50","$49.50"
0,0,"Namaari - Morning Mist",002,216,Steel,Enchanted,"$38.83","$38.83"
0,0,"Piglet - Sturdy Swordsman",004,221,Steel,Enchanted,"$30.91","$30.91"
0,0,"Restoring Atlantis",007,222,Steel,Enchanted,"$40.13","$40.13"
0,0,"Robin Hood - Champion of Sherwood",003,221,Steel,Enchanted,"$140.30","$140.30"
0,0,"Simba - Returned King",001,215,Steel,Enchanted,"$107.93","$107.93"
0,0,"Snow White - Fair-Hearted",005,220,Steel,Enchanted,"$56.98","$56.98"
0,0,"The Wall - Border Fortress",004,222,Steel,Enchanted,"$15.46","$15.46"
0,0,"Tinker Bell - Giant Fairy",001,216,Steel,Enchanted,"$237.29","$237.29"
0,0,"Treasure Mountain - Azurite Sea Island",006,222,Steel,Enchanted,"$29.72","$29.72"
0,0,"Wreck-It Ralph - Ham Hands",006,220,Steel,Enchanted,"$34.01","$34.01"
1,0,"Aurora - Waking Beauty",007,014,Amber,Legendary,"$4.51","$8.02"
0,0,"Chief Bogo - Commanding Officer",008,018,Amber,Legendary,"$2.20","$4.22"
0,0,"Cinderella - Melody Weaver",004,004,Amber,Legendary,"$0.92","$1.71"
1,0,"Goofy - Groundbreaking Chef",008,004,Amber,Legendary,"$10.34","$12.66"
0,0,"Goofy - Groundbreaking Chef",008,223,Amber,Legendary,,
0,0,"Kida - Protector of Atlantis",003,007,Amber,Legendary,"$1.54","$3.44"
0,0,"Mickey Mouse - Musketeer Captain",004,016,Amber,Legendary,"$0.89","$1.22"
0,0,"Minnie Mouse - Storyteller",007,031,Amber,Legendary,"$2.65","$4.20"
2,0,"Mirabel Madrigal - Family Gatherer",005,014,Amber,Legendary,"$1.09","$2.49"
0,0,"Mufasa - Betrayed Leader",002,14,Amber,Legendary,"$3.23","$12.66"
0,0,"Perdita - Devoted Mother",003,015,Amber,Legendary,"$1.91","$2.30"
1,0,"Prince Naveen - Ukulele Player",005,003,Amber,Legendary,"$7.85","$9.28"
0,0,"Rapunzel - Gifted with Healing",001,18,Amber,Legendary,"$28.21","$74.62"
0,1,"Simba - Pride Protector",006,020,Amber,Legendary,"$5.09","$9.44"
0,0,"Snow White - Well Wisher",002,25,Amber,Legendary,"$1.40","$8.55"
0,0,"Stitch - Carefree Surfer",001,21,Amber,Legendary,"$4.17","$18.72"
1,0,"Tiana - Restaurant Owner",006,016,Amber,Legendary,"$4.01","$6.62"
1,0,"Bambi - Little Prince",008,063,Amethyst,Legendary,"$3.26","$7.05"
1,0,"Camilo Madrigal - Family Copycat",005,058,Amethyst,Legendary,"$1.08","$1.94"
1,0,"Donald Duck - Flustered Sorcerer",007,073,Amethyst,Legendary,"$2.35","$6.63"
0,0,"Elsa - Spirit of Winter",001,42,Amethyst,Legendary,"$8.20","$39.39"
0,0,"Fairy Godmother - Mystic Armorer",002,41,Amethyst,Legendary,"$1.49","$6.98"
1,0,"Genie - Main Attraction",005,049,Amethyst,Legendary,"$1.23","$2.37"
0,0,"Genie - Wonderful Trickster",006,061,Amethyst,Legendary,"$1.30","$2.66"
0,0,"Jafar - Striking Illusionist",003,042,Amethyst,Legendary,"$2.60","$5.44"
0,0,"Madam Mim - Purple Dragon",002,47,Amethyst,Legendary,"$1.21","$6.20"
0,0,"Maleficent - Mistress of All Evil",003,051,Amethyst,Legendary,"$0.86","$2.49"
0,0,"Pinocchio - Strings Attached",008,061,Amethyst,Legendary,"$3.28","$5.19"
0,0,"Pinocchio - Strings Attached",008,224,Amethyst,Legendary,,
0,0,"The Queen - Jealous Beauty",007,074,Amethyst,Legendary,"$4.09","$7.98"
0,0,"Ursula - Power Hungry",001,59,Amethyst,Legendary,"$1.17","$10.03"
0,0,"Ursula - Sea Witch Queen",004,058,Amethyst,Legendary,"$1.60","$3.65"
0,0,"Yen Sid - Powerful Sorcerer",004,059,Amethyst,Legendary,"$5.78","$5.84"
0,0,"Yen Sid - Powerful Sorcerer",004,223,Amethyst,Legendary,"$6.07","$6.07"
1,0,"Yzma - Conniving Chemist",006,056,Amethyst,Legendary,"$2.71","$4.52"
1,0,"Anna - Diplomatic Queen",005,085,Emerald,Legendary,"$1.74","$6.23"
0,0,"Beast - Relentless",002,70,Emerald,Legendary,"$1.48","$7.06"
0,0,"Beast - Wolfsbane",001,70,Emerald,Legendary,"$1.34","$11.10"
0,0,"Belle - Hidden Archer",002,72,Emerald,Legendary,"$2.88","$11.75"
0,0,"Clarabelle - Light on Her Hooves",005,084,Emerald,Legendary,"$15.18","$17.86"
0,0,"Diablo - Devoted Herald",004,070,Emerald,Legendary,"$13.66","$18.79"
0,0,"Hades - Double Dealer",004,074,Emerald,Legendary,"$1.21","$2.77"
0,0,"Hercules - Baby Demigod",006,086,Emerald,Legendary,"$0.76","$1.40"
0,0,"Jasmine - Royal Commodore",006,084,Emerald,Legendary,"$1.42","$4.42"
0,0,"John Silver - Alien Pirate",001,82,Emerald,Legendary,"$2.46","$11.70"
0,0,"Lady Tremaine - Bitterly Jealous",007,115,Emerald,Legendary,"$0.83","$1.74"
0,0,"Milo Thatch - King of Atlantis",003,080,Emerald,Legendary,"$0.55","$1.18"
0,0,"Rapunzel - High Climber",008,101,Emerald,Legendary,"$4.85","$7.68"
1,0,"Raya - Infiltration Expert",008,100,Emerald,Legendary,"$2.37","$4.65"
0,0,"The Return of Hercules",007,118,Emerald,Legendary,"$5.47","$9.08"
0,0,"Ursula - Deceiver of All",003,091,Emerald,Legendary,"$3.90","$8.58"
0,0,"Baloo - Ol' Iron Paws",007,142,Ruby,Legendary,"$1.24","$2.92"
0,0,"Donald Duck - Not Again!",002,106,Ruby,Legendary,"$0.82","$5.27"
0,0,"Donald Duck - Pie Slinger",005,107,Ruby,Legendary,"$1.37","$2.49"
0,0,"Hades - Strong Arm",006,125,Ruby,Legendary,"$0.67","$2.29"
0,0,"Hydra - Deadly Serpent",003,108,Ruby,Legendary,"$0.76","$2.49"
0,0,"Jim Hawkins - Space Traveler",003,109,Ruby,Legendary,"$1.12","$3.70"
1,0,"Lilo - Causing an Uproar",008,137,Ruby,Legendary,"$9.70","$15.04"
0,0,"Maleficent - Monstrous Dragon",001,113,Ruby,Legendary,"$6.37","$42.13"
1,0,"Maui - Half-Shark",006,124,Ruby,Legendary,"$46.40","$55.23"
0,0,"Mickey Mouse - Brave Little Tailor",001,115,Ruby,Legendary,"$2.48","$29.43"
0,0,"Mulan - Elite Archer",004,114,Ruby,Legendary,"$3.14","$3.92"
0,0,"Mulan - Elite Archer",004,224,Ruby,Legendary,"$3.65","$3.65"
1,0,"Ratigan - Nefarious Criminal",007,143,Ruby,Legendary,"$1.49","$3.38"
1,1,"Robin Hood - Sharpshooter",005,118,Ruby,Legendary,"$5.35","$7.80"
0,0,"Scar - Vicious Cheater",002,125,Ruby,Legendary,"$1.38","$10.29"
0,0,"Sisu - Empowered Sibling",004,125,Ruby,Legendary,"$5.83","$12.40"
3,0,"Tinker Bell - Insistent Fairy",008,136,Ruby,Legendary,"$6.55","$9.15"
0,0,"Alice - Growing Girl",002,137,Sapphire,Legendary,"$1.86","$7.17"
1,0,"Baymax - Armored Companion",006,157,Sapphire,Legendary,"$7.51","$9.00"
0,0,"Belle - Strange but Special",001,142,Sapphire,Legendary,"$4.92","$17.11"
0,0,"Gramma Tala - Spirit of the Ocean",003,143,Sapphire,Legendary,"$0.96","$2.07"
0,0,"Hades - Infernal Schemer",001,147,Sapphire,Legendary,"$20.01","$42.38"
0,0,"Lucky Dime",003,165,Sapphire,Legendary,"$1.80","$4.81"
0,1,"Merlin - Intellectual Visionary",005,159,Sapphire,Legendary,"$0.96","$5.42"
1,0,"Mufasa - Ruler of Pride Rock",005,150,Sapphire,Legendary,"$4.03","$7.78"
0,0,"Oswald - The Lucky Rabbit",006,142,Sapphire,Legendary,"$5.60","$10.34"
0,0,"Ratigan - Greedy Genius",008,167,Sapphire,Legendary,"$3.06","$7.02"
0,1,"Scrooge McDuck - Resourceful Miser",007,154,Sapphire,Legendary,"$13.80","$27.84"
0,0,"Sisu - Divine Water Dragon",002,159,Sapphire,Legendary,"$0.99","$5.16"
2,0,"Stitch - Experiment 626",008,166,Sapphire,Legendary,"$3.38","$7.09"
0,0,"Tamatoa - Happy as a Clam",007,162,Sapphire,Legendary,"$37.48","$48.34"
0,0,"The Queen - Diviner",004,156,Sapphire,Legendary,"$0.96","$3.17"
0,0,"Triton - Champion of Atlantica",004,158,Sapphire,Legendary,"$0.45","$1.39"
0,0,"Arthur - King Victorious",005,194,Steel,Legendary,"$1.28","$3.67"
0,0,"Bagheera - Guardian Jaguar",007,198,Steel,Legendary,"$7.58","$10.63"
